Customer ID,Age,Gender,Location,Category,Frequency of Purchases,Subscription Status,Payment Method,Purchase Amount (USD),Previous Purchases,Review Rating,Promo Code Used,Discount Applied,Season,Age Group,Segment,Value Score
186,46,Male,Wisconsin,Clothing,Bi-Weekly,Yes,Bank Transfer,32,34,4.5,Yes,Yes,Summer,46-55,Loyal — Deal User,50.95408163265306
187,39,Male,Minnesota,Accessories,Annually,Yes,Debit Card,56,31,2.9,Yes,Yes,Summer,36-45,Loyal — Deal User,32.01734693877551
188,19,Male,Georgia,Footwear,Bi-Weekly,Yes,Bank Transfer,94,1,3.3,Yes,Yes,Spring,18-25,Discount Hunter,42.925
189,50,Male,Arkansas,Clothing,Bi-Weekly,Yes,Bank Transfer,53,5,3.1,Yes,Yes,Spring,46-55,Discount Hunter,31.36147959183674
190,36,Male,West Virginia,Clothing,Weekly,Yes,Credit Card,82,4,4.4,Yes,Yes,Fall,36-45,Discount Hunter,52.611734693877565
191,65,Male,Indiana,Outerwear,Quarterly,Yes,Venmo,70,48,3.0,Yes,Yes,Fall,55+,Loyal — Deal User,52.40051020408163
192,64,Male,Utah,Accessories,Quarterly,Yes,Cash,76,29,3.9,Yes,Yes,Fall,55+,Loyal — Deal User,48.04285714285714
193,46,Male,Nebraska,Footwear,Bi-Weekly,Yes,PayPal,29,12,2.9,Yes,Yes,Summer,46-55,Discount Hunter,26.947193877551015
194,36,Male,North Dakota,Accessories,Annually,Yes,Venmo,100,29,3.0,Yes,Yes,Fall,36-45,Loyal — Deal User,45.14285714285714
195,51,Male,Missouri,Accessories,Quarterly,Yes,Debit Card,94,15,3.1,Yes,Yes,Spring,46-55,Loyal — Deal User,40.29642857142857
196,51,Male,New York,Outerwear,Monthly,Yes,Credit Card,25,34,4.3,Yes,Yes,Fall,46-55,Loyal — Deal User,42.56658163265306
197,38,Male,Washington,Footwear,Bi-Weekly,Yes,Credit Card,88,41,3.9,Yes,Yes,Summer,36-45,Loyal — Deal User,69.13979591836735
198,59,Male,South Carolina,Accessories,Monthly,Yes,Credit Card,78,41,3.2,Yes,Yes,Fall,55+,Loyal — Deal User,56.81479591836735
199,57,Male,Utah,Accessories,Bi-Weekly,Yes,Credit Card,45,39,4.8,Yes,Yes,Winter,55+,Loyal — Deal User,59.87780612244897
200,54,Male,Idaho,Accessories,Weekly,Yes,Cash,73,32,3.8,Yes,Yes,Summer,46-55,Loyal — Deal User,63.342091836734696
201,25,Male,Pennsylvania,Clothing,Monthly,Yes,Venmo,61,29,3.3,Yes,Yes,Summer,18-25,Loyal — Deal User,44.75535714285715
202,69,Male,Missouri,Clothing,Annually,Yes,Bank Transfer,22,15,4.3,Yes,Yes,Fall,55+,Loyal — Deal User,19.996428571428567
203,57,Male,Nebraska,Accessories,Annually,Yes,Venmo,38,33,2.7,Yes,Yes,Spring,55+,Loyal — Deal User,26.416836734693874
204,70,Male,Indiana,Accessories,Weekly,Yes,Bank Transfer,38,18,3.2,Yes,Yes,Fall,55+,Loyal — Deal User,40.233163265306125
205,24,Male,Arizona,Footwear,Bi-Weekly,Yes,Cash,100,35,4.0,Yes,Yes,Fall,18-25,Loyal — Deal User,69.81632653061224
206,67,Male,Hawaii,Clothing,Weekly,Yes,PayPal,64,25,3.0,Yes,Yes,Winter,55+,Loyal — Deal User,51.44387755102041
207,24,Male,Wisconsin,Clothing,Bi-Weekly,Yes,Venmo,55,6,4.2,Yes,Yes,Summer,18-25,Discount Hunter,39.19872448979592
208,62,Male,Rhode Island,Accessories,Bi-Weekly,Yes,Bank Transfer,91,17,2.9,Yes,Yes,Summer,55+,Loyal — Deal User,49.383418367346934
209,57,Male,Wisconsin,Clothing,Monthly,Yes,Credit Card,38,17,4.1,Yes,Yes,Spring,55+,Loyal — Deal User,35.02091836734694
210,55,Male,Minnesota,Footwear,Quarterly,Yes,Cash,97,44,3.2,Yes,Yes,Winter,46-55,Loyal — Deal User,59.5890306122449
211,45,Male,Vermont,Outerwear,Bi-Weekly,Yes,PayPal,22,6,3.0,Yes,Yes,Fall,36-45,Discount Hunter,21.686224489795922
212,69,Male,South Dakota,Clothing,Bi-Weekly,Yes,Debit Card,92,45,4.2,Yes,Yes,Fall,55+,Loyal — Deal User,74.63877551020408
213,67,Male,Virginia,Accessories,Annually,Yes,Debit Card,84,7,4.2,Yes,Yes,Fall,55+,Discount Hunter,33.87346938775511
214,30,Male,Nevada,Accessories,Quarterly,Yes,Debit Card,93,11,4.4,Yes,Yes,Fall,26-35,Discount Hunter,45.33494897959184
215,24,Male,Hawaii,Outerwear,Quarterly,Yes,Cash,50,41,4.2,Yes,Yes,Summer,18-25,Loyal — Deal User,49.06479591836735
216,62,Male,New Jersey,Accessories,Bi-Weekly,Yes,PayPal,64,24,2.8,Yes,Yes,Spring,55+,Loyal — Deal User,44.631632653061224
217,43,Male,Massachusetts,Clothing,Weekly,Yes,Venmo,61,21,3.7,Yes,Yes,Spring,36-45,Loyal — Deal User,52.25739795918368
218,35,Male,Oklahoma,Accessories,Annually,Yes,Bank Transfer,48,24,3.5,Yes,Yes,Winter,26-35,Loyal — Deal User,28.831632653061227
219,28,Male,California,Clothing,Quarterly,Yes,Credit Card,45,8,2.9,Yes,Yes,Spring,26-35,Discount Hunter,19.498214285714283
220,32,Male,Nevada,Accessories,Bi-Weekly,Yes,Cash,88,12,3.0,Yes,Yes,Spring,26-35,Discount Hunter,45.984693877551024
221,39,Male,Arizona,Footwear,Bi-Weekly,Yes,Debit Card,57,48,3.7,Yes,Yes,Spring,36-45,Loyal — Deal User,62.53801020408163
222,28,Male,North Carolina,Accessories,Quarterly,Yes,Bank Transfer,68,6,4.4,Yes,Yes,Summer,26-35,Discount Hunter,34.461224489795924
223,47,Male,New York,Accessories,Bi-Weekly,Yes,PayPal,94,14,4.5,Yes,Yes,Spring,46-55,Discount Hunter,58.08418367346938
224,20,Male,Wyoming,Clothing,Annually,Yes,PayPal,41,34,4.8,Yes,Yes,Spring,18-25,Loyal — Deal User,40.56658163265306
225,63,Male,South Dakota,Clothing,Quarterly,Yes,Cash,83,12,2.9,Yes,Yes,Summer,55+,Discount Hunter,33.82219387755102
226,25,Male,Arkansas,Outerwear,Annually,Yes,Bank Transfer,22,11,3.2,Yes,Yes,Spring,18-25,Discount Hunter,10.94744897959184
227,29,Male,Texas,Footwear,Monthly,Yes,PayPal,74,5,3.3,Yes,Yes,Spring,26-35,Discount Hunter,34.123979591836736
228,50,Male,Rhode Island,Clothing,Bi-Weekly,Yes,Venmo,90,25,4.2,Yes,Yes,Winter,46-55,Loyal — Deal User,61.76887755102041
229,18,Male,New Hampshire,Clothing,Annually,Yes,Credit Card,79,11,2.9,Yes,Yes,Spring,,Discount Hunter,26.959948979591836
230,70,Male,Ohio,Footwear,Quarterly,Yes,PayPal,28,27,4.6,Yes,Yes,Spring,55+,Loyal — Deal User,36.018367346938774
231,66,Male,Utah,Accessories,Annually,Yes,Credit Card,88,43,4.1,Yes,Yes,Fall,55+,Loyal — Deal User,56.56428571428572
232,28,Male,Tennessee,Clothing,Quarterly,Yes,Debit Card,26,18,3.1,Yes,Yes,Spring,26-35,Loyal — Deal User,20.883163265306123
233,54,Male,Hawaii,Accessories,Bi-Weekly,Yes,Bank Transfer,27,32,4.2,Yes,Yes,Winter,46-55,Loyal — Deal User,46.367091836734694
234,19,Male,Arizona,Clothing,Quarterly,Yes,Bank Transfer,83,27,4.5,Yes,Yes,Fall,18-25,Loyal — Deal User,52.60586734693878
235,20,Male,South Dakota,Accessories,Weekly,Yes,Credit Card,39,24,3.7,Yes,Yes,Summer,18-25,Loyal — Deal User,47.21913265306122
236,43,Male,New Jersey,Accessories,Quarterly,Yes,Debit Card,89,31,3.7,Yes,Yes,Winter,36-45,Loyal — Deal User,52.129846938775515
237,38,Male,North Dakota,Outerwear,Bi-Weekly,Yes,PayPal,68,39,3.4,Yes,Yes,Winter,36-45,Loyal — Deal User,58.66530612244898
238,50,Male,Iowa,Clothing,Bi-Weekly,Yes,Debit Card,90,36,3.0,Yes,Yes,Summer,46-55,Loyal — Deal User,61.30357142857143
239,64,Male,Ohio,Clothing,Annually,Yes,Cash,34,5,4.2,Yes,Yes,Fall,55+,Discount Hunter,17.02397959183674
240,49,Male,Vermont,Clothing,Bi-Weekly,Yes,Credit Card,51,47,2.9,Yes,Yes,Summer,46-55,Loyal — Deal User,55.250765306122446
241,47,Male,Montana,Clothing,Bi-Weekly,Yes,Bank Transfer,45,29,3.5,Yes,Yes,Winter,46-55,Loyal — Deal User,45.95535714285714
242,36,Male,Delaware,Clothing,Bi-Weekly,Yes,Venmo,88,43,4.1,Yes,Yes,Winter,36-45,Loyal — Deal User,71.56428571428572
243,55,Male,New York,Outerwear,Quarterly,Yes,Debit Card,85,40,4.3,Yes,Yes,Summer,46-55,Loyal — Deal User,59.99005102040816
244,25,Male,Kentucky,Accessories,Monthly,Yes,Debit Card,100,4,2.8,Yes,Yes,Winter,18-25,Discount Hunter,38.63673469387755
245,53,Male,Oregon,Accessories,Weekly,Yes,PayPal,42,39,4.9,Yes,Yes,Spring,46-55,Loyal — Deal User,64.54030612244898
246,49,Male,Rhode Island,Footwear,Bi-Weekly,Yes,Venmo,53,45,3.3,Yes,Yes,Summer,46-55,Loyal — Deal User,57.05127551020408
247,35,Male,Nevada,Accessories,Bi-Weekly,Yes,Venmo,86,20,3.2,Yes,Yes,Spring,26-35,Loyal — Deal User,51.45765306122449
248,29,Male,Montana,Clothing,Weekly,Yes,Debit Card,66,14,4.4,Yes,Yes,Spring,26-35,Discount Hunter,53.734183673469396
249,47,Male,Pennsylvania,Accessories,Weekly,Yes,PayPal,100,33,4.8,Yes,Yes,Winter,46-55,Loyal — Deal User,78.39183673469387
250,53,Male,Alaska,Accessories,Annually,Yes,Credit Card,47,18,4.2,Yes,Yes,Fall,46-55,Loyal — Deal User,29.045663265306125
251,33,Male,Mississippi,Clothing,Weekly,Yes,Bank Transfer,25,9,4.0,Yes,Yes,Fall,26-35,Discount Hunter,35.46045918367347
252,21,Male,Wyoming,Accessories,Annually,Yes,PayPal,51,34,2.5,Yes,Yes,Winter,18-25,Loyal — Deal User,29.891581632653065
253,32,Male,Delaware,Clothing,Bi-Weekly,Yes,Venmo,41,33,3.9,Yes,Yes,Summer,26-35,Loyal — Deal User,49.55433673469388
254,52,Male,Oklahoma,Footwear,Bi-Weekly,Yes,Bank Transfer,73,15,4.9,Yes,Yes,Winter,46-55,Loyal — Deal User,54.533928571428575
255,67,Male,Indiana,Accessories,Bi-Weekly,Yes,PayPal,42,4,3.5,Yes,Yes,Winter,55+,Discount Hunter,29.711734693877553
256,43,Male,Maryland,Accessories,Annually,Yes,Debit Card,20,25,4.2,Yes,Yes,Spring,36-45,Loyal — Deal User,24.89387755102041
257,58,Male,South Dakota,Accessories,Quarterly,Yes,Credit Card,30,20,4.7,Yes,Yes,Spring,55+,Loyal — Deal User,32.95765306122449
258,20,Male,West Virginia,Accessories,Quarterly,Yes,Credit Card,53,5,4.5,Yes,Yes,Summer,18-25,Discount Hunter,29.761479591836732
259,61,Male,Alabama,Accessories,Quarterly,Yes,Cash,74,16,2.8,Yes,Yes,Spring,55+,Loyal — Deal User,32.85867346938775
260,32,Male,Louisiana,Clothing,Annually,Yes,Debit Card,57,13,2.9,Yes,Yes,Fall,26-35,Discount Hunter,21.309438775510202
261,38,Male,Montana,Accessories,Quarterly,Yes,Credit Card,57,11,3.2,Yes,Yes,Winter,36-45,Discount Hunter,26.88494897959184
262,21,Male,California,Clothing,Annually,Yes,Credit Card,77,21,4.9,Yes,Yes,Winter,18-25,Loyal — Deal User,44.45739795918368
263,37,Male,Hawaii,Clothing,Annually,Yes,Debit Card,40,6,,Yes,Yes,Summer,36-45,Discount Hunter,17.11122448979592
264,27,Male,Iowa,Clothing,Monthly,Yes,Venmo,46,29,4.3,Yes,Yes,Summer,26-35,Loyal — Deal User,46.06785714285714
265,36,Male,Colorado,Clothing,Annually,Yes,Cash,78,15,3.9,Yes,Yes,Fall,36-45,Loyal — Deal User,35.096428571428575
266,32,Male,Michigan,Accessories,Bi-Weekly,Yes,Bank Transfer,59,17,3.2,Yes,Yes,Spring,26-35,Loyal — Deal User,41.183418367346945
267,51,Male,Louisiana,Accessories,Weekly,Yes,Credit Card,75,32,3.1,Yes,Yes,Summer,46-55,Loyal — Deal User,59.76709183673469
268,64,Male,Maryland,Clothing,Annually,Yes,Venmo,54,42,3.9,Yes,Yes,Spring,55+,Loyal — Deal User,44.12704081632653
269,68,Male,Georgia,Footwear,Monthly,Yes,Cash,42,21,2.6,Yes,Yes,Spring,55+,Loyal — Deal User,29.719897959183676
270,68,Male,Georgia,Clothing,Bi-Weekly,Yes,Cash,44,9,3.3,Yes,Yes,Winter,55+,Discount Hunter,32.197959183673476
271,33,Male,North Dakota,Clothing,Annually,Yes,Bank Transfer,52,16,4.6,Yes,Yes,Fall,26-35,Loyal — Deal User,31.78367346938775
272,65,Male,Maryland,Accessories,Bi-Weekly,Yes,Credit Card,69,42,4.6,Yes,Yes,Summer,55+,Loyal — Deal User,68.01454081632653
273,48,Male,Oregon,Accessories,Bi-Weekly,Yes,Debit Card,26,37,4.4,Yes,Yes,Summer,46-55,Loyal — Deal User,50.315816326530616
274,69,Male,North Dakota,Outerwear,Quarterly,Yes,Debit Card,33,32,4.2,Yes,Yes,Spring,55+,Loyal — Deal User,38.242091836734694
275,59,Male,Maryland,Accessories,Bi-Weekly,Yes,Cash,32,28,3.0,Yes,Yes,Spring,55+,Loyal — Deal User,38.28061224489796
276,48,Male,Virginia,Accessories,Weekly,Yes,Credit Card,85,13,4.0,Yes,Yes,Winter,46-55,Discount Hunter,56.65943877551021
277,25,Male,South Dakota,Clothing,Bi-Weekly,Yes,Bank Transfer,30,11,3.5,Yes,Yes,Fall,18-25,Discount Hunter,30.247448979591837
278,29,Male,Georgia,Clothing,Bi-Weekly,Yes,Bank Transfer,29,36,3.0,Yes,Yes,Winter,26-35,Loyal — Deal User,42.24107142857143
279,57,Male,Hawaii,Clothing,Annually,Yes,Debit Card,95,23,3.7,Yes,Yes,Spring,55+,Loyal — Deal User,44.10688775510204
280,23,Male,Arkansas,Footwear,Monthly,Yes,Bank Transfer,69,37,4.0,Yes,Yes,Summer,18-25,Loyal — Deal User,56.3533163265306
281,45,Male,Montana,Footwear,Bi-Weekly,Yes,Cash,69,21,4.2,Yes,Yes,Fall,36-45,Loyal — Deal User,52.75739795918368
282,38,Male,Oklahoma,Accessories,Bi-Weekly,Yes,Debit Card,61,22,2.5,Yes,Yes,Spring,36-45,Loyal — Deal User,40.669642857142854
283,21,Male,Minnesota,Clothing,Monthly,Yes,Cash,94,9,3.0,Yes,Yes,Summer,18-25,Discount Hunter,41.022959183673464
284,32,Male,Montana,Clothing,Annually,Yes,Venmo,30,16,3.2,Yes,Yes,Fall,26-35,Loyal — Deal User,16.50867346938776
285,63,Male,Ohio,Clothing,Quarterly,Yes,PayPal,45,4,3.5,Yes,Yes,Summer,55+,Discount Hunter,20.649234693877553
286,29,Male,Kentucky,Accessories,Bi-Weekly,Yes,Debit Card,39,3,4.8,Yes,Yes,Summer,26-35,Discount Hunter,35.96198979591836
287,27,Male,Nebraska,Accessories,Annually,Yes,Debit Card,51,6,2.6,Yes,Yes,Summer,26-35,Discount Hunter,13.34872448979592
288,56,Male,Delaware,Accessories,Bi-Weekly,Yes,Venmo,37,18,3.4,Yes,Yes,Spring,55+,Loyal — Deal User,36.12066326530612
289,30,Male,North Carolina,Clothing,Bi-Weekly,Yes,Venmo,62,34,3.7,Yes,Yes,Winter,26-35,Loyal — Deal User,55.52908163265306
290,49,Male,New York,Outerwear,Monthly,Yes,Credit Card,85,26,4.5,Yes,Yes,Fall,46-55,Loyal — Deal User,57.61862244897959
291,58,Male,Colorado,Clothing,Weekly,Yes,PayPal,33,50,3.7,Yes,Yes,Winter,55+,Loyal — Deal User,61.2625
292,57,Male,Delaware,Clothing,Monthly,Yes,Bank Transfer,26,40,3.3,Yes,Yes,Fall,55+,Loyal — Deal User,40.55255102040816
293,60,Male,Utah,Footwear,Quarterly,Yes,Cash,99,24,4.7,Yes,Yes,Spring,55+,Loyal — Deal User,56.96913265306122
294,69,Male,Connecticut,Accessories,Annually,Yes,PayPal,39,33,2.7,Yes,Yes,Spring,55+,Loyal — Deal User,26.729336734693874
295,70,Male,New Jersey,Clothing,Quarterly,Yes,Credit Card,20,19,4.6,Yes,Yes,Spring,55+,Loyal — Deal User,28.620408163265303
296,53,Male,West Virginia,Accessories,Quarterly,Yes,Credit Card,42,24,2.7,Yes,Yes,Winter,46-55,Loyal — Deal User,27.156632653061223
297,25,Male,Indiana,Footwear,Weekly,Yes,Credit Card,74,19,4.8,Yes,Yes,Spring,18-25,Loyal — Deal User,61.6954081632653
298,48,Male,Delaware,Footwear,Bi-Weekly,Yes,Credit Card,26,4,4.4,Yes,Yes,Summer,46-55,Discount Hunter,30.11173469387756
299,69,Male,Maryland,Clothing,Quarterly,Yes,Venmo,53,11,4.0,Yes,Yes,Winter,55+,Discount Hunter,30.434948979591837
300,25,Male,Pennsylvania,Footwear,Bi-Weekly,Yes,PayPal,80,28,3.2,Yes,Yes,Summer,18-25,Loyal — Deal User,54.48061224489797
301,29,Male,Iowa,Accessories,Weekly,Yes,PayPal,98,24,4.4,Yes,Yes,Spring,26-35,Loyal — Deal User,69.85663265306123
302,46,Male,Pennsylvania,Clothing,Quarterly,Yes,Credit Card,95,25,3.8,Yes,Yes,Spring,46-55,Loyal — Deal User,50.931377551020404
303,37,Male,Delaware,Clothing,Quarterly,Yes,Bank Transfer,44,27,3.6,Yes,Yes,Summer,36-45,Loyal — Deal User,35.018367346938774
304,20,Male,Oregon,Footwear,Weekly,Yes,Venmo,60,49,3.3,Yes,Yes,Summer,18-25,Loyal — Deal User,66.68775510204081
305,40,Male,Oregon,Clothing,Bi-Weekly,Yes,Credit Card,84,45,3.4,Yes,Yes,Winter,36-45,Loyal — Deal User,67.33877551020409
306,60,Male,Utah,Clothing,Annually,Yes,PayPal,59,26,3.5,Yes,Yes,Fall,55+,Loyal — Deal User,33.49362244897959
307,26,Male,North Dakota,Outerwear,Annually,Yes,Cash,49,4,3.6,Yes,Yes,Summer,26-35,Discount Hunter,17.499234693877554
308,29,Male,Florida,Accessories,Quarterly,Yes,Credit Card,32,3,3.2,Yes,Yes,Winter,26-35,Discount Hunter,14.174489795918372
309,66,Male,Maryland,Accessories,Bi-Weekly,Yes,Venmo,29,45,3.7,Yes,Yes,Fall,55+,Loyal — Deal User,51.951275510204084
310,66,Male,Minnesota,Clothing,Bi-Weekly,Yes,Cash,22,21,4.5,Yes,Yes,Spring,55+,Loyal — Deal User,39.869897959183675
311,56,Male,Montana,Clothing,Bi-Weekly,Yes,Cash,85,50,4.6,Yes,Yes,Winter,55+,Loyal — Deal User,77.9125
312,69,Male,Rhode Island,Clothing,Monthly,Yes,Bank Transfer,52,19,4.1,Yes,Yes,Winter,55+,Loyal — Deal User,40.6204081632653
313,38,Male,Massachusetts,Clothing,Annually,Yes,PayPal,89,6,3.4,Yes,Yes,Spring,36-45,Discount Hunter,30.023724489795924
314,42,Male,Vermont,Clothing,Quarterly,Yes,Credit Card,77,50,3.7,Yes,Yes,Spring,36-45,Loyal — Deal User,60.0125
315,30,Male,New Jersey,Clothing,Quarterly,Yes,Debit Card,24,17,3.3,Yes,Yes,Summer,26-35,Loyal — Deal User,20.84591836734694
316,66,Male,Wisconsin,Accessories,Annually,Yes,Debit Card,24,24,4.5,Yes,Yes,Spring,55+,Loyal — Deal User,27.331632653061227
317,36,Male,California,Accessories,Monthly,Yes,Venmo,22,46,3.3,Yes,Yes,Fall,36-45,Loyal — Deal User,42.976020408163265
318,58,Male,West Virginia,Clothing,Quarterly,Yes,Cash,82,42,4.3,Yes,Yes,Fall,55+,Loyal — Deal User,60.27704081632653
319,45,Male,South Dakota,Accessories,Annually,Yes,Cash,67,10,2.5,Yes,Yes,Winter,36-45,Discount Hunter,20.19770408163265
320,47,Male,Maine,Clothing,Quarterly,Yes,Cash,74,1,2.6,Yes,Yes,Spring,46-55,Discount Hunter,22.475
321,66,Male,Kansas,Accessories,Quarterly,Yes,Debit Card,72,28,4.9,Yes,Yes,Summer,55+,Loyal — Deal User,52.18061224489796
322,41,Male,Vermont,Footwear,Quarterly,Yes,Debit Card,36,48,4.7,Yes,Yes,Summer,36-45,Loyal — Deal User,51.97551020408163
323,41,Male,Tennessee,Accessories,Monthly,Yes,Credit Card,95,47,3.0,Yes,Yes,Winter,36-45,Loyal — Deal User,64.60076530612245
324,66,Male,Tennessee,Clothing,Bi-Weekly,Yes,PayPal,78,29,3.5,Yes,Yes,Winter,55+,Loyal — Deal User,56.26785714285714
325,37,Male,Wyoming,Clothing,Quarterly,Yes,Venmo,82,37,4.8,Yes,Yes,Summer,36-45,Loyal — Deal User,60.215816326530614
326,70,Male,Vermont,Clothing,Annually,Yes,Debit Card,70,38,4.3,Yes,Yes,Winter,55+,Loyal — Deal User,49.07806122448979
327,62,Male,New Jersey,Accessories,Weekly,Yes,Bank Transfer,41,48,3.2,Yes,Yes,Fall,55+,Loyal — Deal User,59.538010204081644
328,61,Male,Iowa,Outerwear,Weekly,Yes,PayPal,42,36,3.1,Yes,Yes,Summer,55+,Loyal — Deal User,51.90357142857143
329,48,Male,Florida,Outerwear,Weekly,Yes,Credit Card,50,9,2.8,Yes,Yes,Fall,46-55,Discount Hunter,36.07295918367346
330,70,Male,Nevada,Clothing,Monthly,Yes,Bank Transfer,31,34,2.9,Yes,Yes,Summer,55+,Loyal — Deal User,36.041581632653056
331,46,Male,North Dakota,Clothing,Bi-Weekly,Yes,Venmo,51,43,,Yes,Yes,Winter,46-55,Loyal — Deal User,58.20178571428572
332,31,Male,Florida,Clothing,Quarterly,Yes,PayPal,98,46,3.3,Yes,Yes,Fall,26-35,Loyal — Deal User,61.726020408163265
333,19,Male,New York,Clothing,Monthly,Yes,Credit Card,86,5,2.8,Yes,Yes,Winter,18-25,Discount Hunter,34.87397959183673
334,39,Male,Alaska,Clothing,Bi-Weekly,Yes,Bank Transfer,64,15,4.5,Yes,Yes,Winter,36-45,Loyal — Deal User,49.32142857142857
335,41,Male,Kansas,Clothing,Annually,Yes,Credit Card,46,30,2.6,Yes,Yes,Fall,36-45,Loyal — Deal User,26.480102040816327
336,20,Male,Oregon,Clothing,Quarterly,Yes,Venmo,85,44,3.7,Yes,Yes,Spring,18-25,Loyal — Deal User,58.8390306122449
337,36,Male,Rhode Island,Accessories,Annually,Yes,PayPal,81,16,4.4,Yes,Yes,Fall,36-45,Loyal — Deal User,39.64617346938776
338,32,Male,New Mexico,Clothing,Annually,Yes,Bank Transfer,59,16,4.3,Yes,Yes,Winter,26-35,Loyal — Deal User,32.17117346938775
339,69,Male,Massachusetts,Clothing,Weekly,Yes,Cash,79,16,3.5,Yes,Yes,Winter,55+,Loyal — Deal User,53.621173469387756
340,40,Male,Pennsylvania,Clothing,Quarterly,Yes,Credit Card,33,21,3.8,Yes,Yes,Spring,36-45,Loyal — Deal User,29.107397959183672
341,40,Male,New Jersey,Clothing,Quarterly,Yes,Venmo,47,39,3.5,Yes,Yes,Summer,36-45,Loyal — Deal User,42.702806122448976
342,20,Male,Utah,Accessories,Bi-Weekly,Yes,Debit Card,20,40,4.6,Yes,Yes,Summer,18-25,Loyal — Deal User,51.47755102040816
343,64,Male,Kentucky,Outerwear,Quarterly,Yes,Credit Card,36,48,2.6,Yes,Yes,Spring,55+,Loyal — Deal User,39.37551020408163
344,27,Male,Nebraska,Footwear,Monthly,Yes,Venmo,39,26,4.4,Yes,Yes,Summer,26-35,Loyal — Deal User,42.64362244897959
345,24,Male,Virginia,Clothing,Monthly,Yes,Debit Card,71,46,4.0,Yes,Yes,Winter,18-25,Loyal — Deal User,62.488520408163254
346,48,Male,Wyoming,Footwear,Annually,Yes,Bank Transfer,59,27,4.4,Yes,Yes,Winter,46-55,Loyal — Deal User,39.50586734693878
347,49,Male,New Mexico,Clothing,Weekly,Yes,Cash,50,5,4.7,Yes,Yes,Spring,46-55,Discount Hunter,45.023979591836735
348,36,Male,Oregon,Footwear,Bi-Weekly,Yes,PayPal,41,43,3.9,Yes,Yes,Fall,36-45,Loyal — Deal User,55.676785714285714
349,56,Male,South Carolina,Clothing,Bi-Weekly,Yes,PayPal,59,17,2.7,Yes,Yes,Fall,55+,Loyal — Deal User,38.183418367346945
350,37,Male,Arizona,Accessories,Bi-Weekly,Yes,Bank Transfer,87,3,3.7,Yes,Yes,Winter,36-45,Discount Hunter,44.361989795918376
351,42,Male,Kentucky,Clothing,Bi-Weekly,Yes,Bank Transfer,68,47,2.6,Yes,Yes,Spring,36-45,Loyal — Deal User,58.76326530612245
352,28,Male,New York,Clothing,Bi-Weekly,Yes,Debit Card,90,24,3.9,Yes,Yes,Winter,26-35,Loyal — Deal User,59.35663265306121
353,27,Male,Texas,Clothing,Quarterly,Yes,Cash,71,12,4.9,Yes,Yes,Fall,26-35,Discount Hunter,42.07219387755103
354,63,Male,Missouri,Footwear,Monthly,Yes,Debit Card,64,35,4.1,Yes,Yes,Fall,55+,Loyal — Deal User,54.16632653061224
355,58,Male,Pennsylvania,Accessories,Weekly,Yes,Venmo,76,42,3.0,Yes,Yes,Fall,55+,Loyal — Deal User,65.60204081632654
356,37,Male,Oregon,Accessories,Quarterly,Yes,PayPal,42,1,4.1,Yes,Yes,Fall,36-45,Discount Hunter,21.474999999999998
357,56,Male,Nevada,Clothing,Weekly,Yes,Cash,80,27,,Yes,Yes,Spring,55+,Loyal — Deal User,62.46836734693878
358,18,Male,Arkansas,Accessories,Bi-Weekly,Yes,Credit Card,56,16,4.0,Yes,Yes,Spring,,Loyal — Deal User,44.433673469387756
359,48,Male,Minnesota,Accessories,Quarterly,Yes,Credit Card,25,36,3.6,Yes,Yes,Summer,46-55,Loyal — Deal User,34.59107142857143
360,31,Male,Georgia,Footwear,Quarterly,Yes,Credit Card,74,30,3.0,Yes,Yes,Winter,26-35,Loyal — Deal User,42.630102040816325
361,51,Male,Rhode Island,Clothing,Bi-Weekly,Yes,Debit Card,30,18,3.0,Yes,Yes,Summer,46-55,Loyal — Deal User,31.53316326530613
362,65,Male,Nevada,Clothing,Annually,Yes,Cash,96,45,2.6,Yes,Yes,Spring,55+,Loyal — Deal User,51.28877551020408
363,53,Male,Texas,Footwear,Bi-Weekly,Yes,Venmo,64,1,3.4,Yes,Yes,Fall,46-55,Discount Hunter,34.15
364,55,Male,Florida,Clothing,Bi-Weekly,Yes,Bank Transfer,88,42,3.1,Yes,Yes,Winter,46-55,Loyal — Deal User,64.95204081632654
365,62,Male,North Dakota,Footwear,Quarterly,Yes,Venmo,88,7,3.0,Yes,Yes,Summer,55+,Discount Hunter,32.923469387755105
366,55,Male,West Virginia,Accessories,Quarterly,Yes,PayPal,88,50,3.7,Yes,Yes,Summer,46-55,Loyal — Deal User,63.45
367,64,Male,Nebraska,Clothing,Bi-Weekly,Yes,Venmo,36,37,3.5,Yes,Yes,Spring,55+,Loyal — Deal User,48.04081632653061
368,52,Male,Tennessee,Clothing,Monthly,Yes,Bank Transfer,40,18,2.8,Yes,Yes,Spring,46-55,Loyal — Deal User,28.45816326530612
369,24,Male,Oklahoma,Accessories,Monthly,Yes,Cash,39,29,4.5,Yes,Yes,Spring,18-25,Loyal — Deal User,45.08035714285714
370,38,Male,Wisconsin,Accessories,Quarterly,Yes,PayPal,40,45,3.3,Yes,Yes,Summer,36-45,Loyal — Deal User,42.98877551020408
